"","Gender","Senior","Partner","Dependents","Tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","ChurnLabel","CLTV","AvgMonthlyLongDistanceCharges","TotalRevenue","AvgMonthlyGBDownload","n_addIT_services","haversine_dist","manhattan_dist","bearing_degree"
"3826","Female","No","Yes","Yes",70,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",75.35,5437.75,"No",6477,39.53,8204.85,53,2,106669.304883534,136682.995632916,-159.620578452068
"3827","Female","No","No","No",39,"Yes","No","DSL","No","No","No","Yes","No","Yes","One year","No","Electronic check",59.3,2209.15,"No",5843,6.77,2473.18,17,1,80720.1064083236,113719.716430693,-130.986441173426
"3828","Female","No","No","No",29,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",66.1,1912.15,"No",5590,17.87,2430.38,26,1,87627.107111772,122912.441766008,-128.21291251275
"3829","Female","No","Yes","Yes",14,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",18.8,255.55,"No",5751,44.55,879.25,0,0,95226.2933830544,131166.576535053,-147.324920433796
"3830","Female","No","No","No",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,5175.3,"No",4471,4.51,5450.41,24,3,90549.2776023964,124926.509300461,-146.931712452616
"3831","Male","No","No","Yes",13,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",52.1,670.65,"No",4929,19.17,919.86,59,1,86983.6495099166,119292.195789965,-148.461143522386
"3832","Female","No","No","No",66,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Mailed check",47.4,3177.25,"No",6435,0,3177.25,29,4,78195.505143751,94124.0790407941,-103.09631469
"3833","Female","No","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.15,6557.75,"No",5186,40.47,8945.48,4,3,107145.515957655,149242.744203436,-143.861143867467
"3834","Male","No","Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",94.95,5791.85,"No",4262,15.76,6768.97,59,2,111520.210751643,153597.457627548,-147.230670733785
"3835","Male","Yes","Yes","No",33,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","Yes","Electronic check",93.55,3055.5,"No",4414,44.54,4525.32,18,3,108018.220323624,148279.847833094,-148.094588882199
"3836","Male","No","No","Yes",66,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.5,5196.1,"No",4285,12.48,6019.78,23,3,110029.249652404,153634.751381398,-142.9066785212
"3837","Female","No","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.05,8405,"No",5905,19.6,9816.2,15,4,111601.635086624,156631.044571471,-140.480633577783
"3838","Female","No","Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","One year","Yes","Mailed check",95.15,5000.05,"No",6492,18.42,5939.47,47,2,108284.847862224,151338.885624793,-142.546695452029
"3839","Male","No","No","No",63,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",105.4,6713.2,"No",4551,22.73,8275.19,73,2,105334.228568167,147172.024878247,-142.700094919752
"3840","Male","No","No","No",27,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.1,562.6,"No",3428,33.4,1464.4,0,0,109919.101836318,154007.590936551,-141.397422770964
"3841","Female","Yes","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,91.45,"No",3460,41.98,259.37,0,0,105621.862185493,145698.843990482,-146.862946381177
"3842","Male","No","Yes","Yes",42,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.7,828.85,"No",5320,32.02,2173.69,0,0,111479.22347647,154201.172158614,-146.05390424653
"3843","Female","No","No","No",29,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.35,617.35,"No",4840,21.19,1231.86,0,0,105932.355735846,149097.750695898,-138.663647344335
"3844","Male","No","No","No",30,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.7,625.05,"No",3302,24.57,1362.15,0,0,103227.872277133,145047.296619514,-139.911233293397
"3845","Male","No","Yes","Yes",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",85.45,6029.9,"No",5394,22.83,7650.83,53,4,104425.777795939,147176.598418639,-137.368457690293
"3846","Male","No","Yes","No",46,"No","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",40.4,1842.7,"No",2519,0,1922.7,26,3,102879.178095882,144969.09342274,-137.632507167102
"3847","Male","No","No","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,7386.05,"No",6247,44.57,10461.38,28,2,106365.960185134,149851.472270406,-137.766368886455
"3848","Female","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","Bank transfer (automatic)",100.65,7334.05,"No",6380,41.68,10335.01,28,3,105552.150679139,148775.078717804,-131.991958435358
"3849","Male","No","No","No",28,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","No","Electronic check",91,2626.15,"No",2448,45.24,3892.87,59,2,104756.250572043,147807.895314745,-134.449561228219
"3850","Female","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.75,8277.05,"No",5098,14.75,9339.05,16,4,100248.294126053,141286.717927471,-131.758944288934
"3851","Female","No","No","No",7,"Yes","No","DSL","Yes","No","No","No","No","Yes","One year","Yes","Electronic check",59.1,369.25,"No",4770,6.83,417.06,17,1,111601.835787764,154777.397182694,-123.96424571537
"3852","Female","No","No","No",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.8,1049.05,"No",4667,31.53,1742.71,11,1,117535.027965655,164257.818120839,-126.720411476464
"3853","Male","No","No","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.3,1414.8,"No",4722,45.75,4708.8,0,0,115518.83153152,162781.245092909,-131.913425127935
"3854","Male","No","Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.65,169.75,"No",4535,26.17,379.11,0,0,132067.518335079,155945.322821312,-101.222398470951
"3855","Male","No","Yes","No",52,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",81.4,4354.45,"No",4628,41.34,6504.13,24,4,136683.799592718,157608.135529356,-99.2008234837896
"3856","Female","No","No","No",68,"No","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",38.9,2719.2,"No",5278,0,2719.2,58,3,129190.294518633,178592.316719114,-123.059314955871
"3857","Female","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",87.95,6365.35,"No",4278,9.06,7008.61,30,4,115550.224010184,162259.852343654,-129.083282477071
"3858","Male","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,51.6,"No",3300,27.47,106.54,0,0,108372.53595318,131348.16256989,-103.677608551368
"3859","Female","Yes","No","No",34,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",96.35,3190.25,"No",5425,14.23,3674.07,13,2,133207.211522298,165259.317495694,-105.982949104042
"3860","Female","No","No","No",35,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.15,812.5,"No",5097,0,852.5,21,0,119290.684296104,165662.94599777,-124.416732948436
"3861","Female","No","Yes","Yes",61,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.1,1143.8,"No",4376,42.11,3712.51,0,0,110740.007791082,135503.449655821,-104.60746753889
"3862","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44,44,"No",2785,13.4,57.4,17,0,122609.66057474,168144.551403769,-120.956142711683
"3863","Female","No","Yes","Yes",53,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",60.6,3297,"No",4854,31.99,4992.47,59,1,122102.004157967,167044.649174742,-120.388773798359
"3864","Female","No","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.65,1887,"No",5613,12.58,2792.76,0,0,116034.645084986,162604.182397028,-127.958344543256
"3865","Male","Yes","Yes","No",41,"No","No","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",53.95,2215.4,"No",3920,0,2215.4,9,2,117661.163993492,159914.676740605,-118.950592601028
"3866","Female","No","Yes","No",24,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.4,482.8,"No",3071,35.86,1343.44,0,0,112747.045253966,151990.827659037,-117.344907808758
"3867","Male","No","No","No",8,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",29.35,216.45,"No",5369,0,226.45,8,1,126803.47199412,170950.297294715,-117.361657104661
"3868","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.45,20.45,"No",2184,42.17,62.62,0,0,104343.008244554,128924.914650741,-105.613529057198
"3869","Female","No","No","No",54,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",95.1,5064.85,"No",4825,11.76,5699.89,52,2,118718.311490793,150651.812165788,-108.542416594659
"3870","Male","No","No","No",41,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.25,996.45,"No",3461,41.21,2686.06,0,0,100745.17720895,131609.940319115,-112.300218568863
"3871","Female","No","Yes","No",19,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.9,839.65,"No",5842,34.51,1495.34,22,0,130666.901102995,174846.319293635,-116.015656389512
"3872","Female","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",92.65,6733,"No",6342,30,8893,19,4,115303.282873489,160122.420983297,-124.395408955896
"3873","Male","No","No","No",62,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",43.7,2618.3,"No",5254,0,2618.3,51,4,121017.670414781,166501.861353724,-121.757362790517
"3874","Female","Yes","Yes","Yes",56,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",72.6,4084.35,"No",6357,5.93,4556.43,19,2,112877.439880259,158451.479598631,-128.851401314506
"3875","Male","No","Yes","Yes",32,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",18.95,613.95,"No",4735,35.39,1746.43,0,0,128724.601695383,160878.001911591,-106.787164991957
"3876","Male","No","No","No",21,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.5,402.85,"No",5654,32.89,1093.54,0,0,128697.703324342,152791.905047035,-101.711493516795
"3877","Male","No","Yes","Yes",62,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.95,1244.8,"No",4803,47.96,4218.32,0,0,119067.629304962,164155.230803803,-122.287901569687
"3878","Female","No","No","No",2,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.5,46.4,"No",5786,0,46.4,5,0,133818.989942657,170101.233362749,-160.528474025398
"3879","Male","No","No","Yes",27,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.6,581.85,"No",2924,8.55,812.7,0,0,178150.168157348,208468.46041335,-168.851606230198
"3880","Female","No","No","No",25,"No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",61.05,1540.2,"No",3695,0,1540.2,9,3,175669.366752927,219679.822317981,-162.318876429439
"3881","Male","No","No","No",49,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.65,5168.1,"No",5154,22.52,6401.58,25,2,172951.371613852,217396.749645782,-161.74020204567
"3882","Female","No","No","No",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",108.25,6780.1,"No",5331,5.17,7105.81,16,3,150823.141799958,185506.542495461,-164.171964161104
"3883","Female","No","No","Yes",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.4,94.5,"No",4929,30.79,217.66,0,0,183480.38372552,219050.754965493,-167.037777316105
"3884","Female","No","Yes","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",55.3,55.3,"No",2849,36.69,91.99,82,0,201754.314776002,223619.87762954,-173.192440371303
"3885","Male","No","No","No",11,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.25,208,"No",4032,28.62,522.82,0,0,151348.802051388,193478.313891215,-159.776941468282
"3886","Male","Yes","No","No",52,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",72.95,3829.75,"No",4368,42.19,6023.63,11,0,176278.877338406,228504.167209711,-157.873828491102
"3887","Female","Yes","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",89.45,5294.6,"No",4340,24.68,6785.4,19,1,173850.984523573,216088.60907435,-162.997344320146
"3888","Male","No","No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.65,6889.8,"No",6443,25.95,8550.6,23,2,185295.450541913,209033.868114619,-171.860601945483
"3889","Female","No","Yes","Yes",43,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",75.2,3254.35,"No",3976,29.98,4543.49,59,2,172087.835314908,175276.625596559,-178.900633794735
"3890","Female","No","Yes","No",61,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",101.15,6383.9,"No",5177,36.13,8587.83,23,1,191171.271330167,208727.450943514,174.300964036092
"3891","Male","No","No","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",68.75,4447.55,"No",5454,20.52,5801.87,10,4,163487.48828484,198029.341070683,-165.690419527488
"3892","Male","No","Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",111.05,7321.05,"No",6103,46.89,10462.68,29,4,131631.034751606,160826.89704279,-164.896135322402
"3893","Female","No","Yes","No",42,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",99,4135,"No",4545,1.31,4190.02,17,2,159006.015623902,172101.111068294,-174.940039461839
"3894","Female","No","Yes","Yes",31,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",21,697.7,"No",5225,9.8,1001.5,0,0,177754.880541626,219788.872882119,-163.553191332814
"3895","Male","No","No","No",7,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.4,168.65,"No",5873,9.19,232.98,0,0,234082.489552986,276159.587338632,168.04358570554
"3896","Male","No","Yes","Yes",34,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",77.2,2753.8,"No",3997,5.39,2937.06,52,1,167260.815325773,176917.942489802,-176.501053590718
"3897","Male","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",19.45,69.25,"No",2787,2.78,77.59,0,0,143112.289589767,177357.329441114,-163.391710009671
"3898","Female","No","Yes","Yes",19,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.85,434.8,"No",2958,0,434.8,85,0,144265.434403723,180509.047999483,-162.337171581569
"3899","Male","No","No","No",3,"No","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",41.35,107.25,"No",5534,0,107.25,25,3,184519.049338378,222654.931367602,-166.020610669443
"3900","Male","No","Yes","No",46,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.6,851.2,"No",5092,16.07,1590.42,0,0,182626.555171116,225458.337261079,-163.709159161794
"3901","Female","No","Yes","Yes",69,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","No","Bank transfer (automatic)",84.45,5848.6,"No",5629,38.92,8574.08,16,2,174620.594376596,213659.621411714,-164.657118628659
"3902","Male","No","No","No",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.25,109.8,"No",5064,7.83,148.95,0,0,155658.538558485,196409.334608475,-161.343375208737
"3903","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.65,19.65,"No",3625,27.88,47.53,0,0,178290.112615199,213301.198979203,-166.850731846947
"3904","Male","No","No","No",26,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.65,595.5,"No",2194,31.53,1415.28,0,0,185416.327858171,206656.162802383,-172.789688958076
"3905","Male","No","No","No",25,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.3,2513.5,"No",3847,4.94,2637,51,2,147712.476845739,173955.205153019,-168.339066653085
"3906","Male","No","Yes","Yes",64,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",81.05,5135.35,"No",5168,49.49,8302.71,12,2,142313.877389752,172149.542064049,-165.864270763903
"3907","Male","No","Yes","Yes",30,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",67.6,2000.2,"No",4104,48.04,3441.4,19,4,143562.726160097,173958.638089639,-165.69428482222
"3908","Male","No","No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,931.75,"No",4599,39.17,1590.96,10,0,140995.854284171,168797.26788434,-166.85485375857
"3909","Female","No","Yes","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",115,7396.15,"No",5189,46.44,10368.31,29,4,147633.349510991,182639.397235948,-163.568650252482
"3910","Female","No","No","Yes",46,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.8,3958.85,"No",5756,4.08,4146.53,59,2,152015.978641215,182569.063923124,-166.535554112814
"3911","Female","No","No","No",12,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.7,260.9,"No",3423,36.65,700.7,0,0,152655.451393558,176192.442338352,-170.05854658398
"3912","Female","No","Yes","Yes",13,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",63.15,816.8,"No",5916,39.2,1326.4,25,2,142975.659207026,169590.808290289,-167.703417168537
"3913","Female","No","Yes","Yes",67,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",74,4868.4,"No",4188,43.01,7750.07,16,3,152693.421525229,179082.107220715,-168.693523889236
"3914","Male","No","Yes","No",24,"No","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",29.1,688,"No",4636,0,688,51,1,152541.434182589,185281.611839895,-165.440433703055
"3915","Male","No","No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",50.05,288.35,"No",3929,23.01,466.41,13,1,147846.38615744,178606.402858564,-165.981272317576
"3916","Male","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",20,185.4,"No",2706,39.39,579.3,0,0,146480.607367235,179857.323487066,-164.359044721708
"3917","Female","No","No","No",13,"Yes","No","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Mailed check",74.65,966.25,"No",4172,42.62,1520.31,15,1,149209.604179536,186650.31859144,-162.351424777091
"3918","Male","Yes","No","No",7,"No","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",44.4,265.8,"No",3410,0,265.8,26,2,131058.678495333,151429.823370028,-169.997127025614
"3919","Male","No","Yes","Yes",38,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.4,3297,"No",5292,17.52,3962.76,59,3,138806.830002814,167047.321822913,-166.365365123134
"3920","Female","No","Yes","No",43,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",94.1,4107.3,"No",4392,49.48,6234.94,11,2,134782.368669485,168239.30703101,-162.628837287337
"3921","Female","No","No","No",25,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",108.9,2809.05,"No",4398,32.33,3617.3,51,3,149586.069778611,177472.610316138,-167.671428400634
"3922","Male","No","No","Yes",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",56.2,1567.55,"No",5978,2.63,1668.56,59,2,150701.260088533,171404.809145978,-171.253338173247
"3923","Male","No","Yes","Yes",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",26.1,1851.45,"No",5475,33.92,4293.69,0,0,153884.940195488,175575.965929446,-170.99875516587
"3924","Male","No","No","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",85.45,6028.95,"No",4777,31.89,8293.14,30,2,134341.581395633,146134.470039447,-174.605249560883
"3925","Female","No","No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",88.95,2072.75,"No",5557,44.09,3130.91,9,1,140832.066976422,163408.957315263,-169.631327471283
"3926","Male","No","No","No",57,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",74.35,4317.35,"No",5548,24.67,5723.54,42,2,71594.9210166022,84291.3474865162,168.483743694971
"3927","Female","No","No","No",15,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",48.85,736.8,"No",5584,31.68,1212,23,1,69556.4844038919,82906.394356582,167.388273032759
"3928","Male","No","No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.1,336.15,"No",2333,44.16,512.79,82,1,71804.8913253107,89065.3417390172,163.469600576508
"3929","Female","No","No","No",28,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",56.05,1522.65,"No",4468,44.11,2867.73,15,2,76064.7311380319,80447.6763904141,176.547986329459
"3930","Female","No","Yes","No",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.8,4959.6,"No",5875,5.08,5239,9,1,61410.5987497917,72632.9969443705,168.097061208802
"3931","Male","No","No","Yes",55,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.1,1001.5,"No",4391,39.29,3162.45,0,0,77437.6283323777,101716.475856215,156.362435828561
"3932","Female","No","Yes","Yes",20,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,442.6,"No",2522,42.46,1291.8,0,0,62421.4294473157,70803.4325410252,171.568622459892
"3933","Female","No","Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106.05,6703.5,"No",6361,15.05,7636.6,23,2,48294.6567935994,65133.8220070365,152.167018672715
"3934","Female","No","No","No",43,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.65,779.25,"No",3678,6.71,1067.78,0,0,113304.385546361,138532.064974324,104.523222978938
"3935","Female","No","Yes","No",60,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",59.85,3483.45,"No",4029,41.4,5967.45,21,3,68317.5686604026,96206.3698189499,130.446261671308
"3936","Male","No","Yes","No",58,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",86.1,4890.5,"No",5666,22.14,6284.62,2,3,67425.4441343377,93877.4962938748,125.064192136314
"3937","Male","No","No","Yes",7,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.45,136.75,"No",5084,49.16,480.87,0,0,56745.6686554999,80147.2479790782,134.225847573589
"3938","Male","No","Yes","Yes",2,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",97.1,184.15,"No",5745,39.35,262.85,24,1,101153.745450628,142735.937270707,134.449372499138
"3939","Male","Yes","No","No",37,"No","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",36.65,1315,"No",2494,0,1315,29,2,88887.4685766304,124582.778169875,141.493915277009
"3940","Female","Yes","Yes","Yes",65,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.9,6767.1,"No",5669,1.58,6869.8,27,2,81080.015700291,96569.5280663231,167.43600278886
"3941","Female","No","Yes","Yes",39,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,757.95,"No",3944,15.91,1378.44,0,0,83426.0527680086,104578.900397833,107.202624763222
"3942","Male","No","No","No",68,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.55,1657.4,"No",6042,5.84,2054.52,0,0,72074.0767128083,99906.4107779984,145.745803256578
"3943","Female","No","Yes","Yes",62,"No","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",48.7,3008.55,"No",5453,0,3128.55,26,3,55628.7982830201,76945.8053459387,146.49123250324
"3944","Female","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.55,8165.1,"No",6452,44.2,11347.5,2,3,51336.5514113405,58131.2419266176,171.712999088271
"3945","Female","No","Yes","No",41,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.65,875.55,"No",5062,8.44,1221.59,0,0,84405.9217258288,109477.947746132,111.335259659303
"3946","Female","No","No","No",4,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.2,220.65,"No",4042,7.49,250.61,17,2,103878.328390771,140135.00707794,117.474838340965
"3947","Male","No","No","No",53,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.05,1301.9,"No",4865,39.37,3388.51,0,0,87721.1782988576,119338.393096804,119.123840010079
"3948","Male","No","Yes","No",39,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",20.45,790,"No",2165,36.39,2209.21,0,0,73563.5161290909,103520.908575837,129.996104628161
"3949","Male","No","Yes","No",63,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.25,1237.65,"No",4538,17.38,2332.59,0,0,63836.3523962702,90102.8350517645,132.825516940414
"3950","Male","No","No","No",15,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",26.35,378.6,"No",2723,7.96,498,0,0,90946.6998009872,107351.894542363,101.297513500197
"3951","Female","No","Yes","No",13,"Yes","No","DSL","No","No","No","No","No","No","One year","No","Electronic check",43.8,592.65,"No",4369,29.49,976.02,2,0,96156.1450585591,114983.643340991,102.44420141317
