"","Industry","ESG_Overall","Revenue","MarketCap","GrowthRate","WaterUsage","CarbonEmissions"
"1975","Consumer Goods",38.2,1379.4,859.8,25.2,314843.4,251874.7
"1976","Consumer Goods",39,1428.2,274.7,3.5,328895.8,263116.7
"1977","Consumer Goods",45.6,1135.8,2065.5,0.1,254834.9,203867.9
"1978","Consumer Goods",45.5,1198.2,2133.7,5.5,265345.7,212276.6
"1979","Consumer Goods",45,1283.2,1649.3,7.1,285996.9,228797.6
"1980","Consumer Goods",45.2,1358.9,3262.1,5.9,303317.5,242654
"1981","Manufacturing",51.2,2436.1,1227.3,2.6,1068891.6,801668.7
"1982","Manufacturing",52.3,2712.2,720.2,11.3,1196268.7,897201.5
"1983","Manufacturing",54.1,2875.2,1291.1,6,1243925.6,932944.2
"1984","Manufacturing",55.7,2784.7,535.8,-3.2,1201403.1,901052.3
"1985","Utilities",45.3,1162.4,1596.4,10,437260.1,699616.2
"1986","Utilities",45.9,1180.2,1108.9,1.5,433501.6,693602.5
"1987","Utilities",48.7,1141,1295.1,-3.3,420317.5,672508
"1988","Utilities",48.8,1248.2,2098.6,9.4,460090.8,736145.4
"1989","Technology",78.1,22609.6,67722,9.1,344388.2,573980.3
"1990","Technology",78.8,27573.6,83533.7,22,413604.5,689340.9
"1991","Technology",78.8,32430.1,78406,17.6,502646.5,837744.1
"1992","Technology",78.1,36032.9,67997,11.1,550316.8,917194.6
"1993","Transportation",41.2,790.1,1315.3,13.3,88412.7,530476
"1994","Transportation",42.2,956.1,2101.3,21,105553.6,633321.9
"1995","Transportation",43.9,1212,1340.5,26.8,132803.1,796818.7
"1996","Transportation",43.9,1267.1,1181.7,4.5,139257.3,835544
"1997","Utilities",50,2286.3,2702.9,8.9,807663.5,1292261.6
"1998","Utilities",50.3,2301.1,1620.3,0.6,806103.3,1289765.3
"1999","Utilities",51.1,2333.7,1942,1.4,809644.7,1295431.5
"2000","Utilities",52.6,2495,2350.2,6.9,838886.1,1342217.8
"2001","Retail",51,656.5,478.2,3.8,31841.5,63683.1
"2002","Retail",51.6,746,334.1,13.6,35774.8,71549.6
"2003","Retail",53,793.5,781.1,6.4,37534.1,75068.2
"2004","Retail",54.2,789.9,425.3,-0.5,36947.7,73895.4
"2005","Manufacturing",42.8,311.1,383.7,-8.7,116958.3,87718.7
"2006","Manufacturing",42.3,337.6,275.8,8.5,127648.8,95736.6
"2007","Manufacturing",43.2,318.4,392.7,-5.7,117388,88041
"2008","Manufacturing",43.6,398,505.2,25,144759,108569.3
"2009","Manufacturing",52.9,5124.1,11309.4,9.5,2189030.2,1641772.7
"2010","Manufacturing",53.6,5856.2,19681.9,14.3,2479135.6,1859351.7
"2011","Manufacturing",53.7,6773.1,14688.3,15.7,2876718.2,2157538.6
"2012","Manufacturing",54.8,7727,15421,14.1,3209021,2406765.8
"2013","Retail",64.2,4423.4,13587.8,19.5,178205.8,356411.6
"2014","Retail",65.5,4924.1,402,11.3,195671,391342
"2015","Retail",66.7,5287.6,545.5,7.4,202170,404340.1
"2016","Retail",67.2,6532.5,959.5,23.5,247418.1,494836.2
"2017","Transportation",66.9,272.3,658.4,-5.4,27321,163926.2
"2018","Transportation",70.7,268.2,721.7,-1.5,26363.3,158180
"2019","Transportation",71.7,272,960.6,1.4,26546.2,159277.4
"2020","Transportation",72.7,251.9,922.2,-7.4,24484.2,146905.3
"2021","Retail",64.4,9371.2,23105.8,15.7,466464.5,932929
"2022","Retail",66.4,9257.4,36461.3,-1.2,453852,907704.1
"2023","Retail",68.1,10163.8,29799.7,9.8,490834.8,981669.5
"2024","Retail",69.4,10284.8,34336.6,1.2,484926.8,969853.6
"2025","Manufacturing",72.7,829.2,2233.7,4.5,165842.9,124382.1
"2026","Manufacturing",72.4,858.5,2618.2,3.5,175919.6,131939.7
"2027","Manufacturing",75.2,908.7,2115.8,5.8,185015.4,138761.5
"2028","Manufacturing",75.6,1012.3,2230.7,11.4,204544.5,153408.4
"2029","Utilities",57.7,346.3,212.7,-0.7,182256.9,291611.1
"2030","Utilities",59.8,339.6,265.3,-2,174237.5,278779.9
"2031","Utilities",59.3,368.4,248.5,8.5,189339,302942.4
"2032","Utilities",61.1,367.8,187.7,-0.2,185310.9,296497.4
"2033","Technology",67.6,19477.3,60654.6,6.7,292159.1,486931.8
"2034","Technology",68,21150,49501.2,8.6,317250.6,528751
"2035","Technology",69.1,24444.1,63566,15.6,366661.5,611102.4
"2036","Technology",67.4,24246.4,42150.8,-0.8,363696.1,606160.2
"2037","Utilities",66.1,1247.9,1818,-0.2,467102.8,747364.6
"2038","Utilities",69.7,1319,1220.8,5.7,476213.9,761942.3
"2039","Utilities",70.4,1356.6,2276,2.9,494890,791823.9
"2040","Utilities",70.9,1478.6,1856.2,9,531456.4,850330.2
"2041","Healthcare",81.7,2629.4,734.4,4.6,165375,165375
"2042","Healthcare",80.8,2958.3,2556.1,12.5,191026.8,191026.8
"2043","Healthcare",79.6,3373.7,4860,14,216635.2,216635.2
"2044","Healthcare",80.6,3630.3,4453.5,7.6,228280.3,228280.3
"2045","Finance",46.2,7241.1,18382.3,-9.4,36205.7,72411.4
"2046","Finance",45.4,7932.3,20246,9.5,39712.1,79424.1
"2047","Finance",45.5,8529.6,15339.1,7.5,42845.9,85691.8
"2048","Finance",44.2,8917,29917.2,4.5,45855.2,91710.4
"2049","Healthcare",54.8,2051.3,6467.2,8.1,190674.7,190674.7
"2050","Healthcare",57.7,2364.4,6897.4,15.3,213285.3,213285.3
"2051","Healthcare",56.9,2335.4,10966.1,-1.2,211533.5,211533.5
"2052","Healthcare",57.4,2058.8,8493.3,-11.8,186142.4,186142.4
"2053","Energy",49.6,1955.4,3409.9,-18.6,461025.1,1536750.3
"2054","Energy",52.7,2014.4,4337.1,3,472119.3,1573731
"2055","Energy",52.3,2007.9,4343.4,-0.3,481250.3,1604167.8
"2056","Energy",52.8,1992.8,2473.9,-0.8,475001.2,1583337.3
"2057","Finance",46.6,11688.7,12879.6,24.7,58494.1,116988.2
"2058","Finance",46.9,14548.2,24430.6,24.5,72740.9,145481.8
"2059","Finance",47.5,16246.2,17596.9,11.7,81760.9,163521.7
"2060","Finance",46.6,18660.4,24990.6,14.9,96705.6,193411.2
"2061","Utilities",35,349.7,407,7,180093.3,288149.3
"2062","Utilities",36.7,297.3,420.5,-15,149305.2,238888.4
"2063","Utilities",36.6,278.6,380.7,-6.3,140115,224184
"2064","Utilities",34.2,252.9,435.9,-9.2,127997.6,204796.1
"2065","Finance",50.5,3041.4,10610.7,4.2,15313.4,30626.8
"2066","Finance",51.2,3111.2,8690.4,2.3,15556.2,31112.4
"2067","Finance",50.7,3129.9,12737.7,0.6,15789.4,31578.8
"2068","Finance",50.7,3351.7,13244.7,7.1,16758.4,33516.8
"2069","Utilities",56.6,353.6,203.9,-5.6,101013.3,161621.2
"2070","Utilities",56.9,335.2,200.5,-5.2,93681.7,149890.8
"2071","Utilities",57.2,340.4,114.8,1.5,97251.9,155603
"2072","Utilities",57,345.2,170.4,1.4,100003.5,160005.5
"2073","Retail",50.2,1692.7,677.7,6.1,59476.9,118953.8
"2074","Retail",51.4,2004.8,863.9,18.4,69150.8,138301.5
"2075","Retail",53.7,2517.4,1564.4,25.6,86616.7,173233.5
"2076","Retail",53.5,2704.7,3255.3,7.4,90917.2,181834.3
"2077","Manufacturing",51.4,1956.6,8368.8,-8.2,679889.9,509917.4
"2078","Manufacturing",52.3,2223.6,9707.8,13.6,762817.6,572113.2
"2079","Manufacturing",52.8,2358.6,10185.9,6.1,823856.6,617892.5
"2080","Manufacturing",52.4,2636.6,9893.4,11.8,923060.7,692295.5
"2081","Technology",73.3,7441,28866.5,2,112527.4,187545.6
"2082","Technology",72.8,8480,42171.9,14,129226.2,215377
"2083","Technology",73.2,8754.6,35171.1,3.2,135631.2,226052
"2084","Technology",74.8,9643.8,36132.3,10.2,144656.7,241094.4
"2085","Transportation",32.3,258.4,909.9,-1.6,19205,115230
"2086","Transportation",33.7,257.2,1070.1,-0.5,18483.9,110903.6
"2087","Transportation",34.6,252,1211.3,-2,17487.3,104924
"2088","Transportation",33.8,298,463.2,18.3,20742.8,124456.7
"2089","Consumer Goods",43,1386.6,2868.7,-8.6,342918.3,274334.7
"2090","Consumer Goods",44.6,1510,4415.5,8.9,369319.5,295455.6
"2091","Consumer Goods",46.6,1531,2545.1,1.4,373366.3,298693.1
"2092","Consumer Goods",48.4,1642.3,4061.3,7.3,399504.9,319603.9
"2093","Transportation",39.3,2482.6,2971.8,10,287217.3,1723303.9
"2094","Transportation",40.5,2686.6,4811,8.2,307565.1,1845390.3
"2095","Transportation",41.6,2956.2,5696.1,10,338894.3,2033365.8
"2096","Transportation",42.9,2616.6,3957.5,-11.5,297290.1,1783740.4
"2097","Utilities",52.6,712.9,524.3,15.6,281426.2,450282
"2098","Utilities",52.7,766.7,536.2,7.5,297752,476403.3
"2099","Utilities",54.6,807,432.1,5.3,318669.7,509871.6
"2100","Utilities",54.9,713.5,362.8,-11.6,284061.4,454498.2
"2101","Utilities",37.7,257.2,304.2,-4.8,111756.8,178810.9
"2102","Utilities",39.4,222.7,250.8,-13.4,95413.9,152662.3
"2103","Utilities",40.5,227,327.9,1.9,95951,153521.6
"2104","Utilities",40.4,208.3,209.1,-8.2,88197.1,141115.4
"2105","Retail",34,912.9,940.2,-14.7,45102.7,90205.4
"2106","Retail",34.7,925.2,2357.5,1.3,45544.9,91089.8
"2107","Retail",34,957.9,1323.4,3.5,47639,95277.9
"2108","Retail",35,961.2,2151.6,0.3,48351.4,96702.7
"2109","Utilities",62.6,683,34.3,7,288782.9,462052.7
"2110","Utilities",63,785.3,2565.2,15,324948.7,519918
"2111","Utilities",65,712.3,31.7,-9.3,282628.2,452205.1
"2112","Utilities",65.3,684.7,70.8,-3.9,267635.5,428216.8
"2113","Finance",53,20991.1,39550.8,-0.8,107590.3,215180.5
"2114","Finance",53.9,20659.7,65291.4,-1.6,103298.3,206596.5
"2115","Finance",53.5,22080.8,44175.7,6.9,110900.4,221800.9
"2116","Finance",54,20080.1,26449,-9.1,100400.3,200800.6
"2117","Manufacturing",37.6,922.7,1373.7,1.7,376527.3,282395.5
"2118","Manufacturing",39.7,961.7,1648.9,4.2,390474,292855.5
"2119","Manufacturing",40,1066.8,2324.1,10.9,431749.4,323812
"2120","Manufacturing",42.6,1168.9,2534.5,9.6,457273.2,342954.9
"2121","Consumer Goods",37.8,891.1,1076,13.1,225100.4,180080.3
"2122","Consumer Goods",36.9,1077,1178.4,20.9,270955.3,216764.2
"2123","Consumer Goods",36.9,1129.2,1223.5,4.8,282162.7,225730.2
"2124","Consumer Goods",37.5,1214.3,836.1,7.5,301979.4,241583.5
"2125","Retail",92.3,452.3,607.1,8.8,12169.1,24338.3
"2126","Retail",91.6,443.8,949.2,-1.9,11807.9,23615.9
"2127","Retail",92.8,455.6,889.2,2.7,11611.9,23223.8
"2128","Retail",92.3,498.1,808.2,9.3,12477.7,24955.4
"2129","Technology",68.1,14008.4,60424.7,7.1,227645.2,379408.7
"2130","Technology",68.5,14599.7,88738.4,4.2,233677,389461.7
"2131","Technology",69.7,16641.9,61424.2,14,265247,442078.3
"2132","Technology",69.5,18913.3,57158.2,13.6,299811.6,499686
"2133","Manufacturing",40.6,1607.7,1027.1,-6.3,724012.4,543009.3
"2134","Manufacturing",40.2,1362.1,1215.7,-15.3,621184,465888
"2135","Manufacturing",39.5,1516,1657.4,11.3,699046.6,524284.9
"2136","Manufacturing",38.6,1742.5,956.7,14.9,796521.4,597391
"2137","Energy",45.8,38955.9,59589.6,14.5,10395317.9,34651059.6
"2138","Energy",46.9,47031.1,37257.6,20.7,12484161.1,41613870.3
"2139","Energy",48,56483,100792.2,20.1,14673969.7,48913232.2
"2140","Energy",48.7,59585.9,131084.1,5.5,15647966.2,52159887.3
"2141","Transportation",17.2,447,953.6,2.1,46215.6,277293.5
"2142","Transportation",17.8,378.4,865.2,-15.4,39507.3,237043.9
"2143","Transportation",18.4,402.1,1749.6,6.3,41129.5,246777.2
"2144","Transportation",18.3,359.4,1432.1,-10.6,36903.1,221418.4
"2145","Retail",58.9,917.6,265.9,2.4,43297,86594
"2146","Retail",61.2,1062,427.9,15.7,49183.3,98366.5
"2147","Retail",62.7,1026.2,30.9,-3.4,46440,92880.1
"2148","Retail",61.8,1024.1,3890.8,-0.2,45976.2,91952.3
"2149","Transportation",32.3,969.5,2792.4,-1.2,104660.9,627965.2
"2150","Transportation",32.9,1102.9,2317.8,13.8,117711.1,706266.5
"2151","Transportation",34.6,1216.7,2935.9,10.3,128156.8,768941
"2152","Transportation",37.3,1222.7,4611.5,0.5,126425.1,758550.9
"2153","Healthcare",74.1,4421.8,12654.1,0.4,322291.9,322291.9
"2154","Healthcare",75.5,4331.7,15105.7,-2,317011.5,317011.5
"2155","Healthcare",77.8,4982,14145.6,15,352364.1,352364.1
"2156","Healthcare",81.7,5483.8,27646.9,10.1,375896.5,375896.5
"2157","Utilities",73.4,1803.4,2000.9,7.8,587406.4,939850.2
"2158","Utilities",74.4,1887.2,2001.9,4.6,609063,974500.8
"2159","Utilities",74.3,2007.2,1769.6,6.4,655933.7,1049493.9
"2160","Utilities",73.9,1932.6,1302.1,-3.7,621886.3,995018.1
"2161","Technology",43.9,2660.6,19592.8,17.7,76609.2,127682.1
"2162","Technology",44.1,3202.9,17751.3,20.4,92039.7,153399.6
"2163","Technology",46,3215,32184.4,0.4,90617.9,151029.8
"2164","Technology",46.9,3035.3,29105.5,-5.6,86673.7,144456.1
"2165","Transportation",52.8,693.8,2693.2,9.9,57779.3,346675.9
"2166","Transportation",53.3,818.5,3147.6,18,68775.3,412651.7
"2167","Transportation",53.4,932.1,4172.3,13.9,77316.1,463896.7
"2168","Transportation",52.9,1082.2,1288.9,16.1,89842.1,539052.9
"2169","Energy",45,51804.7,89404.9,21.6,17309321.9,57697739.7
"2170","Energy",48.2,63755.1,125212.5,23.1,20685543.9,68951812.9
"2171","Energy",49.7,75744.5,306993.4,18.8,24457953.1,81526510.3
"2172","Energy",50.5,93522.7,309026.1,23.5,30287941.6,100959805.2
"2173","Energy",57.9,8022.1,6194.7,0.2,1340222.9,4467409.6
"2174","Energy",61.1,8865.6,24930.6,10.5,1429294.7,4764315.7
"2175","Energy",62.1,9917.3,37027.8,11.9,1593104.5,5310348.5
"2176","Energy",61,11745.8,46145.3,18.4,1897545.3,6325151
"2177","Manufacturing",58.3,6166.9,7043.6,0.8,2235089.7,1676317.2
"2178","Manufacturing",60.4,6804.9,13160.7,10.3,2346072.3,1759554.2
"2179","Manufacturing",61.8,6379.5,17265.6,-6.3,2171550.9,1628663.2
"2180","Manufacturing",61.7,6202.3,9869.6,-2.8,2113558.6,1585168.9
"2181","Energy",44.1,814.4,881.9,-14.4,219099.6,730332
"2182","Energy",45.4,699.7,1100.8,-14.1,181065.2,603550.6
"2183","Energy",44.4,462.4,909.4,-33.9,118841,396136.7
"2184","Energy",46.1,367,887.4,-20.6,91680.6,305602
"2185","Energy",57.8,1466,6534.3,-4.8,267440.1,891467.1
"2186","Energy",57.9,1324.3,3208.8,-9.7,239320.3,797734.4
"2187","Energy",58.3,1127.1,3935.4,-14.9,192352.9,641176.2
"2188","Energy",58.9,951.3,2600.9,-15.6,163889.4,546298
"2189","Retail",24.9,5650.8,10023.7,7.8,245792.3,491584.6
"2190","Retail",27,6425.1,15012.1,13.7,271845.6,543691.1
"2191","Retail",29.8,7428.9,13039.1,15.6,298342.7,596685.3
"2192","Retail",29.1,9800.9,7980.7,31.9,395814.8,791629.5
"2193","Utilities",81.8,1719.8,2175.9,9.9,624048.4,998477.5
"2194","Utilities",82.7,1731.3,2756.1,0.7,626413.4,1002261.4
"2195","Utilities",82.1,1728.4,2634.7,-0.2,617263.8,987622
"2196","Utilities",81.9,1886.3,2027.1,9.1,663141.5,1061026.4
"2197","Consumer Goods",67.5,1006.8,5386.5,0.5,213302.7,170642.1
"2198","Consumer Goods",67.2,1017.2,3254.9,1,213954,171163.2
"2199","Consumer Goods",66.9,1093.2,6692.4,7.5,231225.4,184980.4
"2200","Consumer Goods",67.7,1010.2,4527.5,-7.6,213740.7,170992.6
"2201","Retail",53.1,1832.7,2645.3,-7,56836.1,113672.3
"2202","Retail",53.8,1868.2,2116.1,1.9,59710.4,119420.9
"2203","Retail",55.4,1795.7,2300.8,-3.9,55800,111600
"2204","Retail",56.8,1774.5,4418.6,-1.2,52989.4,105978.8
"2205","Consumer Goods",61.9,944.9,3656,1.6,201931.3,161545
"2206","Consumer Goods",62.7,922.6,3465.4,-2.4,194741.7,155793.4
"2207","Consumer Goods",63.4,926.1,2662.1,0.4,196011.1,156808.9
"2208","Consumer Goods",66,861.5,4168.2,-7,179694.1,143755.3
"2209","Retail",54.9,3505.4,5618.9,12.4,147113.9,294227.8
"2210","Retail",57.1,3535.6,4063.4,0.9,146359.5,292719.1
"2211","Retail",58,3376.7,8419.4,-4.5,137331.7,274663.5
"2212","Retail",56.8,3308.7,5461.8,-2,135622.7,271245.5
"2213","Manufacturing",51.1,1500.1,91.6,6.2,565418.5,424063.9
"2214","Manufacturing",50.5,1590.9,2983.7,6.1,611067.4,458300.5
"2215","Manufacturing",50.5,1902.9,3641.2,19.6,728717.7,546538.3
"2216","Manufacturing",51.4,2035.9,5062.6,7,755256.4,566442.3
"2217","Energy",37.9,2684,12215.9,-2.6,851136.3,2837121.1
"2218","Energy",40,2482.3,8768.2,-7.5,783919.4,2613064.8
"2219","Energy",41.4,2359.3,7182.4,-5,725150.8,2417169.4
"2220","Energy",41.5,2171.5,5617.9,-8,661045.3,2203484.3
"2221","Transportation",45.9,2746.4,346.5,14.6,247730.3,1486381.7
"2222","Transportation",45.5,2582.9,5746.6,-6,234704.7,1408228
"2223","Transportation",46.2,2857.3,12613.3,10.6,256878.8,1541272.9
"2224","Transportation",46.2,3052.8,1549.3,6.8,274003.7,1644022.1
"2225","Healthcare",67,7744.8,1110.3,19.9,577982,577982
"2226","Healthcare",67.6,8861.1,25062.1,14.4,657975.1,657975.1
"2227","Healthcare",67.5,10128.7,3662.6,14.3,757160,757160
"2228","Healthcare",66.6,11534.9,4090.1,13.9,864776.2,864776.2
"2229","Finance",55.7,4593.6,831.9,14.8,38734.3,77468.7
"2230","Finance",57.9,5002.9,3060.3,8.9,41226,82452
"2231","Finance",58.2,4462.5,1443.2,-10.8,35777.1,71554.2
"2232","Finance",58.1,4629.6,2472.1,3.7,37177.5,74355.1
"2233","Manufacturing",47.6,4209.7,5097.9,6.5,1303528.8,977646.6
"2234","Manufacturing",49.1,4414.7,9739.3,4.9,1355367,1016525.3
"2235","Manufacturing",50.4,4523.7,8664.3,2.5,1354404.8,1015803.6
"2236","Manufacturing",51.8,4629.8,3908.8,2.3,1360060.5,1020045.3
"2237","Technology",57.3,4499.4,13692,8.1,78778.8,131298
"2238","Technology",58.4,5461.8,19428.4,21.4,96186.3,160310.5
"2239","Technology",58,6132.7,17263.7,12.3,109014.7,181691.2
"2240","Technology",57,7364.4,24347.2,20.1,132708.2,221180.4
"2241","Healthcare",39.5,2657,13268.4,9.9,175765,175765
"2242","Healthcare",38.3,3394.4,15376.8,27.8,224182.8,224182.8
"2243","Healthcare",39.5,3400.8,19347.9,0.2,218963.6,218963.6
"2244","Healthcare",42.5,3898.4,11525.3,14.6,243825.5,243825.5
"2245","Transportation",20.9,412.3,1120.8,15.5,42982,257892
"2246","Transportation",22.6,400.2,817.4,-3,41277.9,247667.1
"2247","Transportation",22.7,414.5,1026.8,3.6,43337.5,260025.1
"2248","Transportation",25.7,466.3,1293.5,12.5,47260.9,283565.3
"2249","Energy",47.9,2856.1,7970.3,0.3,684279.1,2280930.2
"2250","Energy",48.7,3011.7,13175.7,5.4,708915,2363050
"2251","Energy",51.4,3031.4,2918.8,0.7,689070.2,2296900.6
"2252","Energy",52.3,3530.9,12550.8,16.5,810901.1,2703003.5
"2253","Energy",33.9,9543.3,10832.5,-8.6,2630779.2,8769264.1
"2254","Energy",32.6,9726.5,1500.5,1.9,2724961.8,9083206
"2255","Energy",31.6,10473.2,29091.3,7.7,3021986,10073286.6
"2256","Energy",31.7,10246.7,8194.5,-2.2,2943388.4,9811294.7
"2257","Utilities",44.8,1770.4,939,6.1,852664.5,1364263.1
"2258","Utilities",45.8,1831.3,979.1,3.4,872617,1396187.2
"2259","Utilities",46.5,1697.8,555.8,-7.3,803764.9,1286023.8
"2260","Utilities",48.6,1772,838.9,4.4,801206.4,1281930.3
"2261","Healthcare",55.6,2243.5,5511.3,9.7,204804.4,204804.4
"2262","Healthcare",59.5,2419.1,6661.8,7.8,214126.7,214126.7
"2263","Healthcare",59.4,2531.3,4093.2,4.6,225541.4,225541.4
"2264","Healthcare",58.8,2584.5,6237.1,2.1,233099.7,233099.7
"2265","Healthcare",78.3,1488,5150,12.8,87582.9,87582.9
"2266","Healthcare",79.3,1591.9,9914.9,7,92751.3,92751.3
"2267","Healthcare",80.9,1738.4,6675.5,9.2,99137.2,99137.2
"2268","Healthcare",83.5,1799.4,4342.3,3.5,97460.8,97460.8
"2269","Healthcare",47.7,1355.1,6420.2,-3.2,105922.6,105922.6
"2270","Healthcare",47.9,1207.1,2799.4,-10.9,95902,95902
"2271","Healthcare",47.3,1168.1,4189.6,-3.2,92600.6,92600.6
"2272","Healthcare",47,1116.4,3499,-4.4,90050.6,90050.6
"2273","Energy",34.2,10920.4,28342.5,0.8,2994712.7,9982375.8
"2274","Energy",33.3,12722.7,20186.4,16.5,3510587.9,11701959.8
"2275","Energy",32.7,13702.1,31721.1,7.7,3890728.2,12969094
"2276","Energy",32.9,12923.3,7536.8,-5.7,3746088.5,12486961.8
"2277","Energy",46,557.7,1135.1,-7.7,165046.4,550154.8
"2278","Energy",45.8,549.2,869.2,-1.5,161413.4,538044.6
"2279","Energy",45,557.5,816.3,1.5,162136.9,540456.3
"2280","Energy",46.4,554.7,83.6,-0.5,159313.2,531044
"2281","Retail",43.4,2880.6,2001.7,7,78431.2,156862.4
"2282","Retail",43.4,2980.6,11132.1,3.5,79312.1,158624.1
"2283","Retail",43.8,3022.7,8967.4,1.4,83516.4,167032.8
"2284","Retail",47.3,3435.3,10542.9,13.6,90722,181444.1
"2285","Retail",45.2,2031.9,4186.4,-2.1,79103.1,158206.2
"2286","Retail",45,2152.8,4532.9,5.9,82305.2,164610.3
"2287","Retail",43.8,2504.4,4062.6,16.3,97339.3,194678.7
"2288","Retail",42.8,2697.3,4659.3,7.7,105526.5,211052.9
"2289","Energy",46.8,3303.6,7423.4,-8.2,996579.1,3321930.3
"2290","Energy",47.8,2666.2,8729.7,-19.3,801378.7,2671262.3
"2291","Energy",47.6,2486.3,7423.3,-6.7,736935.2,2456450.7
"2292","Energy",46.1,2385.7,6382.7,-4,727822.8,2426075.9
"2293","Transportation",34,1528.3,892.5,-18.1,157742.8,946456.8
"2294","Transportation",34.5,1756.1,934.9,14.9,183099.1,1098594.5
"2295","Transportation",36.5,1980.4,4202.5,12.8,206618.8,1239713.1
"2296","Transportation",35.5,1971.9,8002.5,-0.4,208822,1252932
"2297","Energy",45,1274.6,1937.3,-16,304155.7,1013852.4
"2298","Energy",46.5,1256.1,651,-1.5,291105,970349.9
"2299","Energy",48.1,1188.3,1467.9,-5.4,273713.4,912378.1
"2300","Energy",48.1,881.1,896.1,-25.9,201434.1,671446.8
"2301","Finance",64.2,3404.6,5545.2,-4.9,17123.7,34247.5
"2302","Finance",66,3704.3,5741.9,8.8,18521.6,37043.2
"2303","Finance",63.8,3797.2,5412.2,2.5,19657.1,39314.1
"2304","Finance",63.7,3575.9,5141.6,-5.8,18562.9,37125.9
"2305","Manufacturing",76.5,449.7,104.9,10.3,147238.9,110429.2
"2306","Manufacturing",76.1,437.2,664.6,-2.8,140385.5,105289.1
"2307","Manufacturing",77.7,471.4,199.1,7.8,150025.2,112518.9
"2308","Manufacturing",78.3,449.2,75.8,-4.7,140811.3,105608.5
"2309","Transportation",67.6,1728.1,1695.6,-3.3,123919.6,743517.8
"2310","Transportation",67.6,1670.7,881.1,-3.3,117969,707814
"2311","Transportation",69,1936.4,1342.2,15.9,134871.3,809228.1
"2312","Transportation",70.3,1828.3,7564.1,-5.6,125140,750839.9
"2313","Retail",57.7,989.5,769.2,-2,36728.8,73457.6
"2314","Retail",59,1082.6,828.4,9.4,39586.8,79173.6
"2315","Retail",59.6,1217,1404.7,12.4,43519.2,87038.4
"2316","Retail",61.1,1491.3,1620,22.5,53077.7,106155.3
"2317","Technology",72.2,2548.4,1580.3,24.5,38226.1,63710.1
"2318","Technology",73,2809.4,439.7,10.2,42141.6,70236.1
"2319","Technology",73.5,3038.4,250.8,8.2,45988.1,76646.9
"2320","Technology",73.7,3320.8,1399.5,9.3,51657.4,86095.7
"2321","Energy",61.3,6264.8,26857.8,28.1,1869439.2,6231464.1
"2322","Energy",61.4,7543.6,18139.2,20.4,2236200.5,7454001.7
"2323","Energy",62.7,9720.3,18557.1,28.9,2857233,9524109.9
"2324","Energy",63.6,11619,2148.2,19.5,3380800.8,11269336.2
"2325","Healthcare",80.5,3200.2,13750.7,18.3,180137.2,180137.2
"2326","Healthcare",81.1,3387.4,10008.1,5.8,197643.6,197643.6
"2327","Healthcare",80.9,3960.4,11659.9,16.9,224274.2,224274.2
"2328","Healthcare",81.3,4532.4,13841.9,14.4,246022.5,246022.5
"2329","Healthcare",25.2,5436.6,14775.2,11.1,544663,544663
"2330","Healthcare",26.2,6845.7,22823.3,25.9,677851.3,677851.3
"2331","Healthcare",28.5,7740.6,28637.9,13.1,738022.9,738022.9
"2332","Healthcare",28.4,9455.1,16535.3,22.1,912577.5,912577.5
"2333","Healthcare",63,4038,8944.5,19.9,259979,259979
"2334","Healthcare",64.9,4293.3,6797.4,6.3,262977.9,262977.9
"2335","Healthcare",65.3,4897.8,6945.9,14.1,311477.4,311477.4
"2336","Healthcare",66.5,5001.4,8950.4,2.1,318104.2,318104.2
"2337","Energy",30.7,7889,28212.1,-0.7,2194842.1,7316140.2
"2338","Energy",31.3,9464.1,48247.7,20,2660825.2,8869417.5
"2339","Energy",32.5,11302.4,57107.2,19.4,3141864.8,10472882.7
"2340","Energy",32.1,12717,41446.7,12.5,3478208.5,11594028.5
"2341","Transportation",40.5,793.7,2102.3,3,61864.6,371187.4
"2342","Transportation",40.9,796.3,3408.9,0.3,61276.4,367658.7
"2343","Transportation",44.7,878.7,3322.5,10.3,65411.4,392468.5
"2344","Transportation",46.3,988.1,1251,12.5,71839.3,431036.1
"2345","Healthcare",63.9,3451.2,15946.6,6.5,219334,219334
"2346","Healthcare",63.4,3776.3,15043,9.4,242933.5,242933.5
"2347","Healthcare",63.5,4132.8,13580.9,9.4,266162.6,266162.6
"2348","Healthcare",64.5,4663.1,28688.9,12.8,295904.3,295904.3
"2349","Energy",46.4,12462.7,44650.2,5.7,3201245.6,10670818.5
"2350","Energy",47.5,13116.2,54479.4,5.2,3370383.1,11234610.3
"2351","Energy",50.1,13587.5,39295.3,3.6,3393260,11310866.6
"2352","Energy",50.2,15231.5,56754.9,12.1,3871599.9,12905333.1
"2353","Finance",78.1,3871.6,1477.6,7.7,25231.7,50463.5
"2354","Finance",79.5,3982.3,5484.7,2.9,25163.3,50326.6
"2355","Finance",79.9,3774.9,3947.4,-5.2,23763.4,47526.7
"2356","Finance",79.3,3808.6,6694.7,0.9,24528.3,49056.6
"2357","Manufacturing",53.3,2419.9,10377.7,4,871438.7,653579.1
"2358","Manufacturing",55.2,2617,11582.9,8.1,932166.1,699124.6
"2359","Manufacturing",57.7,2702.4,12549.9,3.3,949740.4,712305.3
"2360","Manufacturing",59.2,2649.3,10090.7,-2,921938.4,691453.8
"2361","Manufacturing",63.1,1541.5,1845.7,17.3,390285.3,292714
